OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
7459,93935,ANTRIM,Poisoning,March,2010,D02,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{29DC89CB-BDB4-4F47-825A-92DF10D32D88},69752.4174344333,304086922.844369
7460,88598,EAST RIDING OF YORKSHIRE,Shooting,April,2007,SE94,Species involved: Red kite x 1.,No Link,ENGLAND,{3F362BEF-57DC-4696-B19B-5CAA070904D5},67825.3171200755,287516544.913981
7461,91936,NORTH YORKSHIRE,Shooting,September,2009,SE29,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{8AA42053-958A-406E-8348-CFC5CB521941},68581.691688869,293964969.17039
7462,93518,DERBYSHIRE,Poisoning,February,2010,SK25,Species involved: Buzzard x 2. Tested positive for: Carbofuran.,No Link,ENGLAND,{F7B2DAAB-F792-42A5-AD0A-879A350DB4FA},66569.297276488,276966401.470423
7463,96060,SOMERSET & AVON,Shooting,May,2013,ST12,Species involved: Buzzard x 1.,No Link,ENGLAND,{6F5EB861-686D-4620-BCCF-FF47324E0D5F},63559.2045700319,252485214.991253
7464,89079,DUMFRIES AND GALLOWAY,Poisoning,December,2007,NX66,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{F335860B-A538-4050-8BEA-FAAC08E37D0A},69601.5823964157,302773205.621537
7465,89986,EAST LOTHIAN,Shooting,June,2008,NT66,Species involved: Red kite x 1.,No Link,SCOTLAND,{B2B2A0BA-35BB-4B78-B8EC-98E3F8D4128A},71241.6781280101,317210477.814985
7466,99291,NORTH YORKSHIRE,Shooting,May,2017,SE15,Species targeted: Marsh harrier.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2017/08/10/video-footage-shows-failed-marsh-harrier-nest-denton-moor-yorkshire.aspx,ENGLAND,{8F83B60D-171A-4818-BB07-86D1EDB08E91},67991.9813944957,288931288.584517
7467,98756,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,Unknown,2016,SD88,Species involved: Kestrel x 1.,http://www.rspb.org.uk/community/ourwork/b/investigations/archive/2016/06/01/proceed-with-caution.aspx,ENGLAND,{364F8EEC-2A3B-425D-8B83-AB58F276FD12},68433.768964319,292698238.146283
7468,101619,PERTH AND KINROSS,Illegal Trapping (Other),October,2020,NO14,Species involved: Owl species x 1.,No Link,SCOTLAND,{980C939B-AB62-42E9-AFBC-D41EFD37C1FA},72567.8327066054,329130072.956604
7469,93652,EAST AYRSHIRE,PersecutionOther,June,2010,NS63,Species involved: Hen harrier.,No Link,SCOTLAND,{BD53385D-40E7-4C72-9FC3-D6AF98FA0E01},70707.229781773,312468956.388709
7470,93371,NORTH YORKSHIRE,Poisoning,March,2010,SE49,Species involved: Goshawk x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{FC42EDF3-B05B-45C1-83DE-8EBB92B94E9B},68578.244467949,293935417.794034
7471,93848,NORTH LANARKSHIRE,Poisoning,February,2011,NS75,Species involved: Peregrine falcon x 1. Tested positive for: Strychnine.,No Link,SCOTLAND,{F93FEB59-7869-45CF-B12F-8870316F3196},71038.3504110675,315402385.565544
7472,99220,ANGUS,Shooting,May,2016,NO65,Species involved: Buzzard x 1.,No Link,SCOTLAND,{AE0E227D-DF74-41B9-82C5-364BF86FB15F},72757.7993696619,330855511.349793
7473,101783,SUFFOLK,Shooting,January,2020,TM24,Species involved: Sparrowhawk x 1. ,https://www.ipswichstar.co.uk/news/suffolk-police-sparrowhawk-dies-in-kesgrave-2874874,ENGLAND,{9E7C3A23-BFC2-4151-A59E-76C3B30D4436},64985.4902387892,263944058.430734
7474,96398,NORTH YORKSHIRE,Poisoning,October,2013,SE05,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{E461A323-8AC2-4A31-8F5D-8A25235CF8C6},67992.4573541005,288935333.790335
7475,101163,NORFOLK,Illegal Trapping (Other),May,2020,TL78,Species targeted: Birds of prey.,No Link,ENGLAND,{4F2CF6EE-BF76-4A90-9667-738783B6DAE1},65553.7268018841,268580133.122654
7476,95594,ANTRIM,Shooting,July,2012,J29,Species involved: Peregrine falcon x 1.,No Link,NORTHERN IRELAND,{185BE668-C6C6-4FA8-B1F6-3494E6AD2420},69277.2593399987,299958106.505048
7477,100353,NORTH YORKSHIRE,PersecutionOther,May,2019,SD97,Species targeted: Birds of prey.,No Link,ENGLAND,{DADD3A1D-E591-43C8-812C-3AFE05588A7D},68286.1879503542,291437158.977436
7478,90609,PERTH AND KINROSS,Illegal Trapping (Other),July,2008,NN81,Species involved: Kestrel x 3. ,No Link,SCOTLAND,{3C5D1AAF-1813-4DCA-B8D3-4B38988403E5},72039.8385732635,324358075.393493
7479,101660,EAST RIDING OF YORKSHIRE,Shooting,December,2020,TA23,Species involved: Buzzard x 1.,https://raptorpersecutionscotland.wordpress.com/2020/12/31/buzzard-with-shotgun-injuries-found-in-localised-persecution-hotspot-east-yorkshire/,ENGLAND,{8806F3C9-3844-479B-BDB9-0CF143E2A058},67664.9217666023,286158294.277429
7480,95849,HERTFORDSHIRE,Poisoning,October,2012,TL11,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{C584C056-70E2-4C00-8911-4FE9DDB00A8D},64676.1232322711,261436995.673026
7481,100401,EAST AYRSHIRE,Poisoning,November,2018,NS42,Species involved: Buzzard x 1. Tested positive for: Withheld.,https://www.birdguides.com/news/buzzard-found-poisoned-in-ayrshire/ ,SCOTLAND,{7F1F4235-3F6E-45C2-8971-5971D30ACA25},70530.9992279162,310913300.938877
7482,101942,KENT,Shooting,September,2020,TQ77,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/horror-as-buzzard-is-shot-on-kent-nature-reserve-boundary,ENGLAND,{88727C78-BED7-47E8-983E-EEB334C3E7B1},64132.8514825623,257063350.577301
7483,99766,NORFOLK,Poisoning,October,2017,TG10,"Species involved: Red kite x 1. Tested positive for: Carbofuran, bendiocarb.",No Link,ENGLAND,{FDB57AFF-B709-4502-9424-C02157777D12},65786.9505578723,270494617.967744
7484,99929,SOUTH YORKSHIRE,Shooting,May,2018,SK29,Species involved: Goshawk x 1.,No Link,ENGLAND,{394F1D4C-9BEE-4F7F-9A82-D6FBDDF8DE92},67128.796645329,281641651.682776
7485,100582,CAMBRIDGESHIRE,Poisoning,January,2019,TF20,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{7AC66D0C-3576-4CCA-AB64-0319BF0EE98C},65853.7612849887,271044308.165046
7486,96946,HIGHLAND,Poisoning,September,2014,NH84,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{A3F074AE-8827-490B-B1A9-FFD90BDCE591},74317.3079981751,345190805.522745
7487,88418,NORTH YORKSHIRE,Illegal Trapping (Other),May,2007,SE59,Species targeted: Birds of prey.,No Link,ENGLAND,{DE563C4A-F9CA-43B0-9A08-D96BB32E1836},68575.7797723716,293914290.045743
7488,94261,SHROPSHIRE,Poisoning,April,2011,SO57,Species involved: Peregrine falcon x 1. Tested positive for: Diazinon.,No Link,ENGLAND,{51CA2715-8FCA-4F9E-9DDD-B366A00E5865},65482.467383083,267996537.004206
7489,88403,NORTH YORKSHIRE,Illegal Trapping (Other),May,2007,NZ50,Species targeted: Birds of prey.,No Link,ENGLAND,{01768FCF-A1E7-488F-85F2-6036CB087588},68725.4433938537,295198602.200852
7490,102222,ANGUS,Shooting,May,2021,NO25,Species involved: Buzzard x 1.,No Link,SCOTLAND,{E534B7B0-BD5C-45BE-B428-B7968F86CA74},72744.7939869264,330737241.281192
7491,95497,CONWY,Poisoning,July,2012,SH67,Species involved: Peregrine falcon x 1. Tested positive for: Bendiocarb.,https://www.bbc.co.uk/news/uk-wales-25372301,WALES,{F4148909-8459-4884-BDE3-9F5B957011D8},66807.2294990371,278949811.350129
7492,90406,VALE OF GLAMORGAN,Shooting,November,2008,ST06,Species involved: Buzzard x 1.,No Link,WALES,{7FE30B87-46E8-468A-8DF7-BCCA3A5E4CD4},64050.9796121458,256407435.862435
7493,98476,COUNTY DURHAM,Shooting,March,2016,NZ15,Species involved: Red kite x 1.,http://www.bbc.co.uk/news/uk-england-tyne-36130194,ENGLAND,{BCC951E0-0376-40C1-BC12-4CB29A59F3B5},69493.4473581071,301833141.770476
7494,98510,ARMAGH,Poisoning,June,2015,J05,Species targeted: Birds of prey. Species involved: Magpie x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{0EA63CAB-15B0-4CDA-875C-423A9D734FCC},68682.9081569302,294833308.721664
7495,101841,STAFFORDSHIRE,Illegal Trapping (Other),February,2021,SJ74,Species targeted: Birds of Prey.,No Link,ENGLAND,{901174F1-2844-4753-BDE9-D2539B6B858E},66431.2618269514,275818976.85098
7496,102264,HIGHLAND,Illegal Pole/Spring Trapping,Unknown,2021,NH92,Species targeted: Birds of Prey.,No Link,SCOTLAND,{49FBCCC1-0495-45B8-9064-34FBEA8F4856},73962.3991880462,341901697.557352
7497,92741,ABERDEENSHIRE,Illegal Pole/Spring Trapping,April,2009,NJ93,Species involved: Buzzard x 1.,No Link,SCOTLAND,{9990658B-811E-409D-A011-2E1A509DFAE4},74177.227085693,343890729.573055
7498,96359,ANGUS,Poisoning,November,2013,NO47,Species involved: Golden eagle x 1. Tested positive for: Carbofuran.,https://raptorpersecutionscotland.wordpress.com/2013/12/19/golden-eagle-found-poisoned-on-angus-grouse-moor/,SCOTLAND,{496171C9-2EE1-4702-B395-BF486C4F57AF},73100.1367762317,333976298.240226
7499,100523,DOWN,Poisoning,February,2018,J58,Species targeted: Birds of prey. Species involved: Hooded crow x 3. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{991D7BE0-42BF-47C1-8C11-B6ECEEE0B917},69103.3210554079,298453751.271991
7500,98755,DEVON,Shooting,January,2017,SX89,Species involved: Buzzard x 1.,http://www.itv.com/news/westcountry/update/2017-01-27/rspca-appeal-after-another-buzzard-shot/,ENGLAND,{9E851041-C48A-4F1F-A76D-63C79DEE1360},63182.6796098027,249502620.260469
7501,96381,PERTH AND KINROSS,Poisoning,March,2013,NO04,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{1C2D6F48-86C1-4DF2-965E-7980077299A7},72562.5573614162,329082222.045811
7502,94951,ESSEX,Shooting,October,2011,TM11,Species involved: Short-eared owl x 1.,No Link,ENGLAND,{9F41638D-9675-4794-A73F-429629973DA1},64607.8790433979,260885563.450008
7503,95378,OXFORDSHIRE,Nest Destruction,July,2012,SP30,Species involved: Hobby nest.,No Link,ENGLAND,{B896F3D7-10A9-49CF-B1B7-69622B5625E9},64572.7953974046,260602307.863418
7504,94808,LINCOLNSHIRE,Shooting,March,2012,SE90,Species involved: Buzzard x 1.,No Link,ENGLAND,{633C2500-5288-447D-963B-7F142687095B},67251.0232207979,282668200.226181
7505,92334,MORAY,Poisoning,May,2009,NJ13,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{903F29CF-531F-4E53-BD34-A3BF1DFEFDA2},74154.6673359859,343681583.514741
7506,94277,ANGUS,Illegal Trapping (Other),June,2011,NO36,Species involved: Kestrel x 1.,No Link,SCOTLAND,{5E800E51-9698-4AF4-95CF-B7D24E2DB1AC},72922.2298518704,332352649.918367
7507,94717,ARMAGH,Poisoning,August,2011,J03,Species targeted: Birds of prey. Species involved: Magpie x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{828EDB92-2AFA-4F10-AB33-D9538606867D},68384.8425499525,292279860.27899
7508,93733,SOUTH LANARKSHIRE,Poisoning,November,2010,NS93,"Species involved: Buzzard x 1, poison bait (pheasant) x 1. Tested positive for: Carbofuran.",No Link,SCOTLAND,{B47B5DB7-2389-4127-A529-0E77874FCC42},70726.7560616983,312641561.808736
7509,97022,CUMBRIA,Illegal Trapping (Other),February,2015,SD78,Species targeted: Birds of prey.,No Link,ENGLAND,{E76DF489-42DB-4AF5-A57D-FEF0FBD32F7F},68432.7819509764,292689795.049022
7510,94174,NORTH YORKSHIRE,Poisoning,May,2011,SE04,Species targeted: Birds of prey. Species involved: Dog x 3. Tested positive for: Strychnine.,No Link,ENGLAND,{D5FBFE76-32A8-4432-85EE-6BACCFA1A98E},67846.7865562384,287698595.712245
7511,92722,HEREFORDSHIRE,Poisoning,October,2009,SO53,"Species targeted: Birds of prey. Species involved: Raven x 5; poison bait (pheasant) x 2. Tested positive for: Bendiocarb.",No Link,ENGLAND,{F35571F0-4A9E-4C44-A959-1FF9F41C4FC6},64957.6001981641,263717553.819334
7512,101779,HAMPSHIRE,Poisoning,July,2020,SU42,"Species targeted: Birds of prey. Species involved: Carrion crow x 1. Tested positive for: Bendiocarb, carbofuran. ",No Link,ENGLAND,{7ED9A1A6-31B8-4217-8B1D-076C410A6AEE},63569.4893537093,252566933.51926
7513,98760,HEREFORDSHIRE,Shooting,November,2016,SO55,Species involved: Buzzard x 1.,http://www.herefordtimes.com/news/14987778.Buzzards_found_with_lead_shot_in_their_bodies/?commentSort=oldest,ENGLAND,{2D307CCF-821E-45B0-B5AA-DB6BE3719262},65218.6544351918,265841495.904876
7514,97006,HAMPSHIRE,Shooting,January,2015,SU61,Species involved: Buzzard x 1,No Link,ENGLAND,{5CB73C96-5F1A-4DFE-951C-F2F602B5A8F9},63442.8723907504,251561812.867244
7515,101259,WORCESTERSHIRE,Shooting,August,2019,SO94,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{7AFFD314-0925-46C8-BEDA-18B15EAAE766},65092.0274142609,264810192.373263
7516,98180,CUMBRIA,Poisoning,February,2015,NY01,"Species targeted: Peregrine falcon. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran, methiocarb. ",https://www.rspb.org.uk/Images/legal-eagle-79_tcm9-421996.pdf,ENGLAND,{76B7D84B-CD84-4CC1-8801-817D0206AD3C},68860.8363507398,296362864.876603
7517,88232,SCOTTISH BORDERS,Illegal Pole/Spring Trapping,March,2007,NT71,Species targeted: Birds of prey.,No Link,SCOTLAND,{7E631E02-F5F2-42C3-ACBE-7F29D68FF86D},70434.0206822414,310058891.57946
7518,99074,BLAENAU GWENT,Poisoning,June,2016,SO20,"Species targeted: Peregrine falcon. Species involved: poison bait (pigeon) x 1. Tested positive for: Alphachloralose, bendiocarb.",No Link,WALES,{3A560008-7C20-42E2-9E8D-81111A22C3C7},64563.6740095968,260528688.593446
7519,99984,BUCKINGHAMSHIRE,Shooting,July,2018,SP61,Species involved: Red kite x 1.,No Link,ENGLAND,{776BF465-1F3D-4EEA-BD5E-AB63CAF2E9FC},64694.7562273373,261587656.685366
7520,93093,CAMBRIDGESHIRE,Shooting,February,2010,TL57,Species involved: Peregrine falcon x 1.,https://tinyurl.com/mv8cvave,ENGLAND,{BCDBEE8D-F882-4647-B088-09E9EC69F470},65435.300384618,267610598.212187
7521,100126,NORTHAMPTONSHIRE,Shooting,November,2018,SP86,Species involved: Buzzard x 1.,https://tinyurl.com/37r2a25v,ENGLAND,{3BFE9BC5-505E-4A91-A890-18DAB5DEA662},65339.1646815899,266824843.058589
7522,102858,NORFOLK,Shooting,March,2020,TF63,Species involved: Red kite x 1.,No Link,ENGLAND,{6F31D84A-63B3-46F4-95A3-63666D0BD7C2},66234.7974983104,274189965.735015
7523,89681,WEST SUSSEX,Shooting,April,2008,TQ12,Species involved: Buzzard x 1.,No Link,ENGLAND,{AE2BAA0C-03BF-4AE2-8E77-A3F36CF97286},63547.4978241055,252392214.247501
7524,97559,NORTH YORKSHIRE,Poisoning,April,2015,SE15,Species involved: Red kite x 1. Tested positive for: Carbofuran. ,No Link,ENGLAND,{72E8AF3B-BC58-4855-A70D-41071136C13A},67991.9813944957,288931288.584517
7525,102730,PERTH AND KINROSS,Illegal Trapping (Other),April,2021,NN82,Species targeted: Birds of Prey.,No Link,SCOTLAND,{0ADD2818-F6B4-4C4E-916F-BCF4B6F00E1A},72208.9982011072,325883141.927586
7526,94554,MONMOUTHSHIRE,Poisoning,March,2011,SO31,Species involved: Buzzard x 1. Tested positive for: Bendiocarb.,No Link,WALES,{D746581E-4BDC-4DD0-A809-72B7302B820D},64694.6952677441,261587163.710921
7527,88747,ANGUS,Illegal Trapping (Other),August,2007,NO35,Species involved: Kestrel x 3.,No Link,SCOTLAND,{6C89491F-24C3-4952-BC71-911E76822C9E},72748.9295826921,330774847.816459
7528,99967,TYRONE,Shooting,January,2017,H74,Species involved: Buzzard x 1.,No Link,NORTHERN IRELAND,{8BF8BD10-77B6-4335-B531-D3CCDCD316EC},68546.7794300122,293665752.888944
7529,102893,COUNTY DURHAM,Poisoning,February,2021,NZ05,"Species involved: Red kite x 1. Tested positive for: Bendiocarb, carbofuran.",No Link,ENGLAND,{08E5F1BE-1091-4F18-BBE0-5EA3463BEEF1},69493.955828669,301837558.718609
7530,92389,SCOTTISH BORDERS,Poisoning,June,2009,NT35,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{FC7D3D7F-3B87-4813-A23E-DDDC95C7141A},71069.7170642552,315680977.173707
7531,88947,EAST RIDING OF YORKSHIRE,Poisoning,May,2007,SE82,"Species targeted: Birds of prey. Species involved: Dog x 1; poison bait (unknown) x 1. Tested positive for: Aldicarb.",No Link,ENGLAND,{55E1A03E-51F5-4DBF-804B-4FE36F5FF8B6},67540.8568124433,285109901.207241
7532,96537,SUFFOLK,Shooting,March,2013,TM25,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{1B1A0C80-D37C-47A6-8DEC-C828F3846658},65115.7415904386,265003175.080449
7533,96242,HIGHLAND,Shooting,December,2013,NH71,Species involved: Buzzard x 1.,No Link,SCOTLAND,{E8C4AAFA-BAB4-41C7-A5AE-FE32B873AFDC},73768.9053227453,340115129.811148
7534,90998,LEICESTERSHIRE,Poisoning,September,2008,SP99,"Species involved: Red kite x 1. Tested positive for: Aldicarb, carbofuran.",No Link,ENGLAND,{37F93FED-D406-45C2-B0DC-732484747140},65733.9145031956,270058660.898327
7535,92930,NORFOLK,Illegal Trapping (Other),Unknown,2009,TF72,Species involved: Buzzard x 1.,No Link,ENGLAND,{B49E4494-2B47-4BA6-A35C-47008D3B8881},66091.1013283569,273001545.047523
7536,88420,NORTH YORKSHIRE,Illegal Trapping (Other),May,2007,SE59,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{8C464DC2-486D-4708-B553-B427C26F0008},68575.7797723716,293914290.045743
7537,92754,HEREFORDSHIRE,Poisoning,November,2009,SO53,Species targeted: Birds of prey. Species involved: Poison bait (pheasant) x 1. Tested postive for: Bendiocarb.,No Link,ENGLAND,{788C6940-9E73-455E-9A45-E5AE51D32075},64957.6001981641,263717553.819334
7538,101908,OXFORDSHIRE,Illegal Pole/Spring Trapping,October,2018,SP32,Species targeted: Birds of prey.,No Link,ENGLAND,{8A4D1563-30F1-49B1-8228-67A84CD36301},64829.8028093901,262680897.81404
7539,102697,SOUTH YORKSHIRE,Shooting,December,2019,SE40,Species targeted: Birds of prey.,http://avianveterinaryservices.co.uk/projectile-injuries-in-falcons/ ,ENGLAND,{F783F8EC-45A4-45AD-8227-BCABF684534C},67267.3097819827,282805128.241496
7540,97285,SUFFOLK,Illegal Pole/Spring Trapping,December,2014,TL87,Species involved: Tawny owl x 1.,No Link,ENGLAND,{5B77B58C-4C5C-4519-B228-A4BAB6CA089A},65413.4303905651,267431743.745606
7541,95414,DUMFRIES AND GALLOWAY,Shooting,October,2012,NS81,Species involved: Golden eagle x 1.,https://www.bbc.co.uk/news/uk-scotland-south-scotland-19886345,SCOTLAND,{A53D121E-BFE0-42CE-84B0-A25BE653900E},70400.2644867051,309761763.93521
7542,100932,WORCESTERSHIRE,Shooting,January,2020,SO76,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/red-kite-buzzard-illegally-shot-worcestershire-herefordshire,ENGLAND,{D6886FB1-7D8E-4779-A7E2-7FC7E7132DF5},65353.2156488145,266939615.630332
7543,90393,ARMAGH,Poisoning,July,2008,J03,"Species involved: Buzzard x 2; poison bait (rabbot) x 1. Tested positive for: Alphachloralose.",No Link,NORTHERN IRELAND,{746A60B3-B858-494A-AC29-586A028ADCDF},68384.8425499525,292279860.27899
7544,98415,NORTH YORKSHIRE,Shooting,August,2016,NZ21,Species involved: Buzzard x 1.,https://northyorkshire.police.uk/news/police-investigation-following-richmondshire-buzzard-shooting/,ENGLAND,{123076B0-0C57-4D88-863A-D2BF14F72863},68881.9228111559,296544397.117293
7545,88513,DUMFRIES AND GALLOWAY,Shooting,April,2007,NS81,Species involved: Hen harrier x 1.,No Link,SCOTLAND,{BD5A4F3F-7559-4F2B-BD84-CF6E06D28397},70400.2644867051,309761763.93521
7546,88429,NORTH YORKSHIRE,Poisoning,February,2007,SE68,Species involved: Peregrine falcon x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{17E25808-ACF3-4E35-9662-60FA973C3FF3},68423.9971092831,292614653.248334
7547,100490,NORTH YORKSHIRE,Poisoning,October,2018,SE97,Species targeted: Birds of prey. Species involved: Poison bait (rabbits) x1+. Tested positive for: Difenacoum.,No Link,ENGLAND,{F47A59D7-EA00-4AED-A9F2-2D445F16B39A},68264.3040582465,291250392.386262
7548,103580,HEREFORDSHIRE,Poisoning,August,2021,SO42,"Species involved: Buzzard x 1; poison bait (Rabbit x 2). Tested positive for: Bendiocarb, carbofuran.",No Link,ENGLAND,{08C63CF6-02A1-4D60-90A7-4A1921990DEE},64826.0045052604,262650118.184249
7549,101609,HIGHLAND,Illegal Trapping (Other),July,2020,NH92,Species involved: Merlin x 1.,No Link,SCOTLAND,{1BCF0B48-F5AF-41C2-9E27-2770B820C2A9},73962.3991880462,341901697.557352
7550,95673,EAST AYRSHIRE,Poisoning,March,2012,NS53,"Species targeted: Birds of prey. Species involved: Cat x 1. Tested positive for: Carbofuran, Isofenphos.",No Link,SCOTLAND,{76C074B0-4687-4A09-843E-3C383011FC28},70699.6407036499,312401884.480049
7551,91345,ARMAGH,Poisoning,December,2008,J03,"Species involved: Red kite x 1; poison bait (chicken) x 1. Tested positive for: Alphachloralose.",No Link,NORTHERN IRELAND,{6BA07924-78E3-40F5-A8DD-429E3AA60E5A},68384.8425499525,292279860.27899
7552,95127,NORTH YORKSHIRE,Poisoning,December,2011,SE14,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{BB9CF35D-8359-4C82-BF77-A18011418418},67846.3135890233,287694584.548233
7553,95959,MERSEYSIDE,Shooting,February,2012,SJ49,Species involved: Buzzard x 1.,No Link,ENGLAND,{3D7F126F-B3CA-4AEC-9A80-913C714CEC40},67123.1952483097,281594651.603976
7554,96183,FLINTSHIRE,Shooting,February,2013,SJ27,Species involved: Buzzard x 1.,No Link,WALES,{2127A566-4C13-4687-8118-D2F9FEE88AF6},66836.0568527803,279190598.557989
