OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
7971,99477,HIGHLAND,Shooting,November,2016,NN79,Species involved: Buzzard x 1.,No Link,SCOTLAND,{CA3BE0E4-1638-44E5-8926-4EE409F87D28},73413.5949243463,336846665.310114
7972,98832,NORTH YORKSHIRE,Shooting,March,2017,SE58,Species involved: Buzzard x 1.,No Link,ENGLAND,{F595D9E0-9D96-4FC5-8224-024F3E04BF05},68426.9356950641,292639787.589079
7973,102091,ARMAGH,Poisoning,November,2020,H74,"Species targeted: Birds of prey. Species involved: Poison bait (pigeon x 1). Tested positive for: Bendiocarb, alphachloralose.",https://www.armaghi.com/news/armagh-news/police-investigate-reports-men-may-have-been-trying-to-harm-birds-of-prey-at-armagh-quarry/124086,NORTHERN IRELAND,{A3C2D443-B3B3-48AB-B7D7-1FDC6152B263},68546.7794300122,293665752.888944
7974,99324,BEDFORDSHIRE,Illegal Pole/Spring Trapping,August,2017,TL14,Species involved: Tawny owl x 1.,No Link,ENGLAND,{9EFFD71E-810D-421E-9132-EE8B23D962AD},65064.2215798739,264583997.582636
7975,94699,TORFAEN,Poisoning,July,2011,SO20,"Species involved: Buzzard x 1; raven x 2. Tested positive for: Carbofuran, diazinon.",No Link,WALES,{FC5D8EE1-30B0-4AA8-A89F-425FA15A57FD},64563.6740095968,260528688.593446
7976,102974,SOUTH YORKSHIRE,Shooting,March,2021,SE10,Species involved: Buzzard x 1.,No Link,ENGLAND,{6B29E8CF-F2F1-4B84-9532-6C1F85027F35},67271.4902869194,282840280.864252
7977,97620,DERBYSHIRE,Poisoning,March,2015,SK46,Species involved: Buzzard x 2. Tested positive for: Alphachloralose.,No Link,ENGLAND,{273CFC33-1E5B-4AE3-94E5-4B727BEF3DD6},66704.8756542469,278095719.991097
7978,102389,WEST SUSSEX,Poisoning,December,2020,TQ00,Species involved: Red kite x1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{38A7D6EE-9E32-444E-8E15-43A25B6F2435},63308.0003426417,250493365.017827
7979,93265,HIGHLAND,Poisoning,January,2009,NG25,Species targeted: Birds of prey. Species involved: Poison bait (sheep) x 1. Tested positive for: Coumarin.,No Link,SCOTLAND,{A18DCC65-A238-4751-9419-38BA07FFACA9},74302.6472562908,345054620.662476
7980,102890,SHROPSHIRE,Illegal Trapping (Other),September,2021,SO78,Species involved: Buzzard x 1.,https://raptorpersecutionuk.org/2021/10/04/buzzard-caught-in-primitive-illegal-trap-set-inside-pheasant-pen-in-shropshire/,ENGLAND,{AAEBFD83-A804-448F-9D7D-2BEE59DEF590},65618.4593185369,269110829.157665
7981,101345,CHESHIRE,Illegal Pole/Spring Trapping,April,2019,SJ77,Species targeted: Birds of prey. ,No Link,ENGLAND,{8C10D806-7C74-481A-8706-E94F9B493E58},66847.5186451413,279286364.717376
7982,96600,DOWN,Poisoning,November,2013,J34,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{56F31F74-636A-4F06-91D6-60A8B8126185},68515.7243403006,293399721.562054
7983,99231,POWYS,Poisoning,April,2016,SJ02,"Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Aldicarb, bendiocarb.",No Link,WALES,{63EBF93E-BA85-490A-B650-DB57761DFE48},66138.7867248658,273395636.100037
7984,101261,SUFFOLK,Shooting,August,2019,TM15,Species involved: Barn owl x 1.,No Link,ENGLAND,{B84DB683-AAD8-4214-9F11-34F91A48B89A},65125.0488747789,265078937.118127
7985,99887,LONDONDERRY,Shooting,September,2017,C42,Species involved: Buzzard x 1.,No Link,NORTHERN IRELAND,{A050C0AA-3818-48C0-91FD-7CC347981A0B},69775.814494339,304290957.81346
7986,96254,CUMBRIA,Poisoning,May,2013,NY55,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{9552069E-9F83-4CA9-BE62-D753B96A99C8},69488.7865347601,301792655.925507
7987,88295,SOUTH LANARKSHIRE,Poisoning,April,2007,NS81,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{EEC03055-A881-4AB4-9084-7302E1A17520},70400.2644867051,309761763.93521
7988,100111,NORTH YORKSHIRE,Shooting,October,2018,SE16,Species involved: Red kite x 1.,https://raptorpersecutionscotland.wordpress.com/2018/11/30/yet-another-red-kite-shot-killed-in-north-yorkshires-nidderdale-aonb/,ENGLAND,{9521EA41-CDA9-482F-82E5-93E6654825F4},68138.4452342393,290177425.01283
7989,88397,EDINBURGH CITY,Nest Destruction,June,2007,NT16,Species involved: Peregrine falcon nest.,No Link,SCOTLAND,{47743AE2-B43B-4081-B561-FD6F60341A55},71225.0338004198,317062273.530631
7990,93405,DOWN,Shooting,October,2010,J65,Species involved: Peregrine falcon x 1.,No Link,NORTHERN IRELAND,{AF299020-7C62-47AF-B471-8B88C294D8BC},68642.741595716,294488563.998567
7991,98389,WEST YORKSHIRE,Shooting,May,2016,SE24,Species involved: Red kite x 1.,http://www.yorkshirepost.co.uk/news/crime/beyond-belief-seventh-red-kite-killed-in-yorkshire-in-just-two-months-1-7926447,ENGLAND,{7CDA7769-9926-4B5C-A474-F75DB7BFBEE8},67845.3622107421,287686516.144758
7992,90274,BUCKINGHAMSHIRE,Shooting,September,2008,SP53,Species involved: Buzzard x 1.,No Link,ENGLAND,{57F4AA75-68E5-4D4C-BDA0-27795524C4E7},64955.5486992806,263700896.463512
7993,102050,NORTH YORKSHIRE,PersecutionOther,May,2021,SE19,Species targeted: Birds of Prey. Possession of Carbofuran.,No Link,ENGLAND,{D7B27822-0843-441A-A41C-D62DBAC24837},68582.6740570278,293973390.818805
7994,100349,CAMBRIDGESHIRE,Shooting,January,2018,TF10,Species involved: Buzzard x 1.,No Link,ENGLAND,{8FD5BEC2-8599-4F78-B113-F89A6BF1594F},65859.006776319,271087489.455091
7995,101990,DUMFRIES AND GALLOWAY,Illegal Pole/Spring Trapping,February,2020,NX86,Species targeted: Birds of prey.,https://www.heraldscotland.com/news/18371138.man-charged-deaths-birds-prey-dumfries-galloway/,SCOTLAND,{3DC725A3-EF4A-495C-9D74-090DC39400B4},69614.5134250866,302885718.893692
7996,92609,NORTH YORKSHIRE,Poisoning,April,2009,SE24,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{39DC811C-17E0-452C-84D1-3BAB71464057},67845.3622107421,287686516.144758
7997,96193,LINCOLNSHIRE,Poisoning,June,2013,TF35,Species involved: Red kite x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{FB9D331D-B018-4B1A-817C-2F4800CEC610},66529.621636046,276636351.282794
7998,100014,WEST YORKSHIRE,Shooting,September,2018,SE00,Species involved: Short-eared owl x 1.,https://www.rspb.org.uk/our-work/rspb-news/news/stories/two-owls-found-shot-in-peak-district/ ,ENGLAND,{6A49F16C-ACC0-4E5F-91D9-9450EA5C7B1E},67271.9514146353,282844158.483703
7999,99312,NORFOLK,Poisoning,April,2013,TG03,Species involved: Buzzard x 9. Tested positive for: Mevinphos/phosdrin. Stored aldicarb also found.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2014/11/06/how-bad-does-it-have-to-get.aspx,ENGLAND,{46692A3C-284F-4D4E-978C-0E9C60610E48},66201.8898705566,273917578.710696
8000,101931,SOUTH YORKSHIRE,Shooting,October,2020,SE61,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{1165FA38-DB9D-40C9-9130-ECCC9F2D9BF0},67404.6730005667,283961314.148658
8001,90287,NORTH YORKSHIRE,Poisoning,May,2008,SE17,"Species involved: Red kite x 1. Tested positive for: Aldicarb, bendiocarb, carbofuran.",No Link,ENGLAND,{3E1E102F-C3AA-4B6A-99A8-669F1FA58628},68285.7116070692,291433093.022158
8002,100753,NORFOLK,Shooting,October,2007,TF62,Species involved: Hen harrier x 1.,No Link,ENGLAND,{7CC8BB11-017E-4F76-97A4-C165CEA7A492},66098.6179185444,273063646.261838
8003,89507,COUNTY DURHAM,Poisoning,September,2007,NZ44,Species targeted: Birds of prey. Species involved: Cat x 1. Tested positive for: Aldicarb,No Link,ENGLAND,{EDB4D064-17A6-4C10-AE4E-57DAAE932CA7},69334.9658643866,300458033.641003
8004,92536,WILTSHIRE,Poisoning,October,2009,SU25,"Species involved: Red kite x 1; posion bait (partridge) x 1. Tested positive for: Alphachloralose.",No Link,ENGLAND,{E9B20B46-DEA0-46AE-B5F7-A505C1E7E512},63943.0554762484,255544083.069131
8005,98199,WEST YORKSHIRE,Shooting,April,2016,SE24,Species involved: Red kite x 1.,https://raptorpersecutionscotland.wordpress.com/2016/05/05/red-kite-shot-killed-on-nest-in-west-yorkshire/,ENGLAND,{0393E963-206B-4F76-990C-32AE4504117A},67845.3622107421,287686516.144758
8006,99969,COUNTY DURHAM,Shooting,August,2018,NY90,Species targeted: Short-eared owl.,No Link,ENGLAND,{6A9B7145-03B9-4F4C-8B38-5DC887EDAAAB},68732.8692049641,295262398.608919
8007,89527,BLAENAU GWENT,Shooting,September,2007,SO10,Species involved: Red kite x 1.,No Link,WALES,{1D3859A1-68C3-4E07-90C2-15A323B884DE},64560.3717937712,260502038.777972
8008,96230,STIRLING,Poisoning,September,2013,NN80,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{ADC4AB3F-0366-4C20-8D54-F92A98D89448},71871.6471736297,322845284.150456
8009,93075,DUMFRIES AND GALLOWAY,Nest Destruction,May,2010,NS80,Species involved: Peregrine falcon nest.,No Link,SCOTLAND,{DBF2C1FF-C8EC-464A-B3C9-3C230A80B806},70241.3498800875,308364889.067047
8010,98766,POWYS,Shooting,December,2016,SO21,Species involved: Buzzard x 1.,No Link,WALES,{68D13045-ECEC-41C7-BE41-5E4B102EC90D},64691.787476511,261563649.320572
8011,99631,NORTH YORKSHIRE,Shooting,February,2018,SE36,Species involved: Sparrowhawk x 1.,https://northyorkshire.police.uk/news/appeal-information-sparrowhawk-found-shot-near-knaresborough/ ,ENGLAND,{E8F49DC5-A406-4593-BAC5-00789EA4EF3F},68136.0336128047,290156884.790663
8012,96535,WEST MIDLANDS,Shooting,April,2013,SO99,Species involved: Buzzard x 1.,No Link,ENGLAND,{B3402BA4-FFBD-483A-8006-8807E06AD8B8},65753.4516212825,270219216.737375
8013,90722,HIGHLAND,Illegal Pole/Spring Trapping,May,2008,NH83,Species targeted: Birds of prey.,No Link,SCOTLAND,{FAC556E3-DB22-4018-9A33-6697A8AC0B4F},74135.9076033797,343507714.954472
8014,94116,NORTH YORKSHIRE,Shooting,June,2011,NZ00,Species involved: Kestrel x 1.,No Link,ENGLAND,{28F8CB25-0F69-4E76-970A-A050615D99FA},68732.874922479,295262447.731873
8015,102637,DUMFRIES AND GALLOWAY,Poisoning,December,2019,NX76,Species involved: Red kite x1. Tested positive for: Withheld.,https://www.heraldscotland.com/news/18371138.man-charged-deaths-birds-prey-dumfries-galloway/,SCOTLAND,{7363BE01-0E99-47B6-94D4-D8D2FF98A7A3},69608.3055075394,302831701.00676
8016,102088,ANTRIM,Poisoning,January,2020,C90,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{34427835-CB36-4C1C-92A5-02F62D5A0C65},69447.7277474655,301436120.770357
8017,94064,PERTH AND KINROSS,Poisoning,April,2011,NN85,Species targeted: Birds of prey. Species involved: Carrion crow x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{86E61617-F987-48D9-8221-9EF631736910},72722.3629557887,330533304.688859
8018,88375,NORTH YORKSHIRE,Poisoning,March,2007,NZ00,"Species involved: Buzzard x 1; poison bait (rabbit) x 1. Tested positive for: Alphachloralose.",No Link,ENGLAND,{108473F6-3A53-48CB-9DF7-1F7D8FB28494},68732.874922479,295262447.731873
8019,93462,HIGHLAND,Poisoning,September,2010,NJ12,"Species involved: Buzzard x 2; poison bait (rabbit) x 1. Tested positive for: Carbofuran.",No Link,SCOTLAND,{EB2D1C1E-2D21-4C2C-A42C-2167DDC85E15},73974.196481125,342010775.982236
8020,95306,WEST YORKSHIRE,Shooting,October,2012,SD93,Species involved: Marsh harrier x 1.,No Link,ENGLAND,{8F36B7AE-9803-4A24-B25B-2B5AC803ADD3},67701.9011222806,286471156.392743
8021,103215,SHROPSHIRE,Illegal Trapping (Other),October,2021,SO29,Species involved: Buzzard x 1.,No Link,ENGLAND,{8E270111-F6AC-4A3E-A23D-F2BD84B51DEF},65741.228693293,270118763.250007
8022,98210,ANTRIM,Poisoning,March,2016,D30,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,http://www.bbc.co.uk/news/uk-northern-ireland-36213189 ,NORTHERN IRELAND,{6FF0F628-1EAB-45D9-B467-B56904AF8624},69424.1401133522,301231391.514353
8023,101907,OXFORDSHIRE,Illegal Pole/Spring Trapping,October,2018,SP32,Species targeted: Birds of prey.,No Link,ENGLAND,{A748A20B-79CC-4371-82FF-450F3290883D},64829.8028093901,262680897.81404
8024,97197,DOWN,Shooting,September,2014,J43,Species involved: Peregrine falcon x 1.,No Link,NORTHERN IRELAND,{7F51ED07-9160-47B6-9EFC-2B2B9217CF43},68360.3634785028,292070647.409802
8025,88802,STIRLING,Poisoning,October,2007,NN70,Species involved: Red kite x 1. Tested positive for: Chlorpyrifos.,No Link,SCOTLAND,{15FCA6E3-968B-4624-B063-1C0CB1620167},71864.8149308738,322783906.355791
8026,99936,NORTHUMBERLAND,Illegal Pole/Spring Trapping,July,2018,NT92,Species involved: Merlin x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/birds-and-other-wildlife-caught-in-spring-traps-on-grouse-moors ,ENGLAND,{5E73D58A-D09F-46FC-B0B9-D7FE123F4B10},70595.6905717909,311483907.139637
8027,93094,NORTH YORKSHIRE,Shooting,March,2010,SE69,Species involved: Goshawk x 1.,No Link,ENGLAND,{2CCB84B7-8CDE-4D6D-8BF4-E853E6D0DDB2},68572.8216640848,293888933.698789
8028,100339,CAMBRIDGESHIRE,Shooting,February,2019,TL65,Species involved: Buzzard x 1.,No Link,ENGLAND,{934589A0-464B-4F5A-8AC2-19DA51D2B76F},65165.2749052187,265406504.736198
8029,95116,NORTH YORKSHIRE,Poisoning,May,2012,SE17,"Species involved: Red kite x 1; poison bait (rabbit) x 1. Tested positive for: Bendiocarb, carbofuran, isofenphos.",No Link,ENGLAND,{3B760DA2-8776-4B49-84E4-CC3CCE0BC27A},68285.7116070692,291433093.022158
8030,93619,ANGUS,Poisoning,September,2010,NO46,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{B71DFE8D-EF92-4CC6-B064-75D0F25F5917},72925.801468031,332385207.065319
8031,90081,SCOTTISH BORDERS,Poisoning,March,2008,NT61,Species involved: Buzzard x 2. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{169F0A83-2D05-4E50-8B79-C1590425E78D},70432.4089316287,310044701.442376
8032,96876,NORFOLK,Shooting,December,2013,TF51,Species involved: Buzzard x 1.,No Link,ENGLAND,{96036A82-1A1D-4429-8804-44F190FF6B10},65970.1919807312,272003579.990041
8033,99268,DERBYSHIRE,Nest Destruction,April,2017,SK26,Species involved: Osprey nest.,No Link,ENGLAND,{286B17B2-C0F3-4DCB-AD62-E23FBA6BF01F},66708.0482715491,278122174.338435
8034,102624,NORTH YORKSHIRE,Poisoning,January,2021,SE17,"Species involved: Buzzard x 1. Tested positive for: Alphachloralose, carbofuran, bendiocarb. ",No Link,ENGLAND,{EBAADB27-4726-44CF-AB48-246E196F765A},68285.7116070692,291433093.022158
8035,102070,ANGUS,Illegal Trapping (Other),March,2021,NO26,Species targeted: Birds of Prey.,No Link,SCOTLAND,{8437ED82-11BA-404E-8E6F-4F26DE34A003},72918.0645690198,332314683.206819
8036,96619,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,June,2014,SE78,Species targeted: Birds of prey.,No Link,ENGLAND,{E276C02C-C4C6-42D5-883E-34B375F6A56D},68420.5675652633,292585321.005512
8037,90146,DUMFRIES AND GALLOWAY,Illegal Pole/Spring Trapping,August,2008,NY07,Species targeted: Birds of prey.,No Link,SCOTLAND,{954F512D-7892-410E-A410-19D10B8A3F99},69780.8544179278,304334916.465652
8038,92338,SOUTH LANARKSHIRE,Poisoning,March,2009,NS81,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Carbofuran,No Link,SCOTLAND,{BD75A288-D72B-4DBA-9666-350710B87567},70400.2644867051,309761763.93521
8039,101706,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{6B6921F1-F062-420F-981D-9CAADD03D131},64069.143370925,256552882.879002
8040,93259,HIGHLAND,Illegal Pole/Spring Trapping,June,2010,NN68,Species targeted: Birds of prey.,No Link,SCOTLAND,{105DB481-4427-426B-9EDF-2B4F891744D6},73229.6592166148,335160858.197432
8041,96003,CUMBRIA,Illegal Trapping (Other),February,2013,NY52,Species involved: Buzzard x 5.,No Link,ENGLAND,{1AF7F01F-4426-4D1C-83D0-96A351A430BE},69029.7168362944,297818304.007047
8042,95858,SUFFOLK,Shooting,March,2012,TM04,Species involved: Barn owl x 1.,No Link,ENGLAND,{5574DF75-4606-45C2-82DA-B6A239B9B358},65003.5754661972,264090989.090755
8043,103594,STAFFORDSHIRE,Shooting,July,2021,SK12,Species involved: Goshawk x 1.,https://www.birdguides.com/news/goshawk-shot-in-staffordshire/,ENGLAND,{119384A8-9271-458B-AB99-5ABF62A4E506},66158.3492565828,273557390.84901
8044,101844,DORSET,Shooting,August,2020,SU01,Species involved: Buzzard x 1. ,No Link,ENGLAND,{20359224-A6FF-4BAA-8C4B-33139CE19978},63451.0601417808,251626749.126574
8045,93245,HIGHLAND,Illegal Pole/Spring Trapping,November,2009,NN68,Species targeted: Birds of prey.,No Link,SCOTLAND,{82D200CF-0063-4E0B-85C1-C83AAB8EFCFE},73229.6592166148,335160858.197432
8046,98746,LANCASHIRE,Shooting,September,2016,SD73,Species involved: Kestrel x 1.,No Link,ENGLAND,{AF4AFE2A-81D6-402F-8D1D-073246F60111},67700.4643362963,286458997.342754
8047,98949,POWYS,Shooting,August,2016,SJ10,Species involved: Peregrine falcon x 1.,No Link,WALES,{569CCACC-F653-4427-A8DF-B0D1AC2C160B},65872.0396642083,271194792.08448
8048,97669,NORTH YORKSHIRE,Shooting,April,2015,SE58,Species involved: Buzzard x 1.,No Link,ENGLAND,{71E7AB7B-F73A-4CBC-B323-06B3694B93EA},68426.9356950641,292639787.589079
8049,100025,WILTSHIRE,Illegal Pole/Spring Trapping,September,2018,SU26,Species involved: Tawny owl x 1.,No Link,ENGLAND,{A15FF6A8-EFC3-411C-A55C-3096D4EBA532},64067.944256032,256543279.64559
8050,93391,SURREY,Shooting,August,2010,TQ03,Species involved: Buzzard x 1.,No Link,ENGLAND,{D7F2D788-6D6E-493C-8058-82230141A497},63674.6692606908,253403404.020504
8051,95289,CORNWALL,Shooting,October,2012,SW86,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{D16B853A-0F60-48F0-B89D-63A4F120D251},62760.8841862905,246182465.217569
8052,92551,GREATER LONDON,Shooting,September,2009,TQ29,Species involved: Hobby x 1.,No Link,ENGLAND,{9BBAF734-BBEB-4F63-B125-DDFAA6A634B7},64415.8375672587,259336945.542642
8053,99479,NORTH YORKSHIRE,Shooting,December,2017,SE77,Species involved: Kestrel x 1.,https://raptorpersecutionscotland.wordpress.com/2017/12/28/kestrel-found-with-shotgun-injuries-in-malton-north-yorkshire/,ENGLAND,{B7035370-2E0E-4FFA-B79F-57F3AF55F41F},68272.5790016797,291321007.292366
8054,96382,PERTH AND KINROSS,Poisoning,April,2013,NO04,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{8A9F7FDD-E731-4A37-AB4A-853627938475},72562.5573614162,329082222.045811
8055,99947,KENT,Shooting,April,2018,TR07,Species involved: Barn owl x 1.,http://www.kentonline.co.uk/sheerness/news/appeal-after-barn-owl-shot-181312/ ,ENGLAND,{70B05EC3-AE67-4917-AA07-2716C2BDFD71},64109.8372620186,256878887.010558
8056,96263,POWYS,Poisoning,August,2013,SO11,Species targeted: Birds of prey. Species involved: Poison bait (pheasant) x 1. Tested positive for: Bendiocarb.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{4C7BD154-B38E-4774-849A-40E2A9FA5299},64688.4653854376,261536785.905833
8057,93810,SOMERSET & AVON,Poisoning,October,2010,ST02,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{176A66BD-68F4-4101-8EF5-3193E6EACAC8},63555.6609142049,252457061.667741
8058,93949,NORFOLK,Poisoning,January,2010,TG23,Species targeted: Birds of prey. Species involved: Dog x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{E078D657-E737-43AE-A59B-CE4A90137185},66182.7853863656,273759506.848505
8059,98443,DERBYSHIRE,Shooting,May,2015,SK19,Species targeted: Goshawk.,http://www.rspb.org.uk/community/ourwork/b/investigations/archive/2016/06/22/new-hope-for-goshawks.aspx,ENGLAND,{42D01913-6852-4B48-BF42-C6E235F2C39D},67129.7178405525,281649381.597783
8060,91367,EAST RIDING OF YORKSHIRE,Shooting,April,2009,SE84,Species involved: Buzzard x 1.,No Link,ENGLAND,{2C44FA7E-26F4-43FF-BCEB-4C2049355CCD},67829.613473579,287552971.373705
8061,95592,DUMFRIES AND GALLOWAY,Poisoning,December,2012,NX43,"Species involved: Buzzard x 1, poison bait (pheasant) x 1. Tested positive for: Carbofuran.",No Link,SCOTLAND,{B7F7CAE1-7DA5-4E49-BC10-6913A1C7E33A},69126.0930180962,298650485.374524
8062,94432,CAMBRIDGESHIRE,Poisoning,September,2011,TF00,"Species involved: Red kite x 2. Tested positive for: Benfuracarb, carbofuran.",No Link,ENGLAND,{6BA8069A-1C66-4261-8B85-0567CA8E2EFB},65863.8161492591,271127083.607955
8063,95125,SOUTH LANARKSHIRE,Shooting,December,2011,NS82,Species involved: Buzzard x 1.,No Link,SCOTLAND,{0FDE7F00-04D9-42CE-82EC-294457BAAE43},70560.0747943398,311169695.543731
8064,98829,LANCASHIRE,Shooting,February,2017,SD32,Species involved: Peregrine falcon x 1.,http://www.bbc.co.uk/news/uk-england-lancashire-39008544,ENGLAND,{96C741E2-0ED4-4FDB-AB09-07EACAEDB301},67547.8576959316,285169010.173604
8065,88761,STIRLING,Poisoning,August,2007,NN70,Species involved: Red kite x 1. Tested positive for: Chlorpyrifos.,No Link,SCOTLAND,{90359AEF-D262-453E-9FB5-C5583617E8C6},71864.8149308738,322783906.355791
8066,100193,NORTH YORKSHIRE,Shooting,January,2019,SE86,Species involved: Buzzard x 1. ,No Link,ENGLAND,{A7068ADD-8375-48A9-B5DD-733B99EE4927},68121.5286753911,290033358.944194
8067,92726,HEREFORDSHIRE,Poisoning,November,2009,SO53,Species targeted: Birds of prey. Species involved: Poison bait (pheasant) x 1. Tested postive for: Bendiocarb.,No Link,ENGLAND,{FDE50909-D51D-439D-AB2C-4AFD336D8475},64957.6001981641,263717553.819334
8068,90349,ANGUS,Poisoning,May,2008,NO46,"Species targeted: Birds of prey. Species involved: Poison bait (meat) x 3. Tested positive for: Bendiocarb, carbofuran, isofenphos.",No Link,SCOTLAND,{DD6B09E5-7D93-4882-94D2-EBEB68CA88C4},72925.801468031,332385207.065319
8069,99331,LEICESTERSHIRE,Shooting,August,2017,SK83,Species involved: Buzzard x 1.,No Link,ENGLAND,{A3BDFCDA-5109-4216-82B7-9F5DC1FCD448},66279.3201794095,274558709.756195
8070,91009,LONDONDERRY,Poisoning,April,2008,H98,Species targeted: Birds of prey. Species involved: Dog x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{9715A3AB-46BC-48F2-9B33-23299A670C3F},69141.262339475,298781575.786326
8071,97558,LINCOLNSHIRE,Shooting,January,2015,TF45,Species involved: Buzzard x 1.,No Link,ENGLAND,{24CFA195-CA10-45CD-BA9B-B63FD420685D},66523.3109906548,276583872.986296
8072,96494,EAST SUSSEX,Poisoning,June,2013,TQ82,Species targeted: Birds of prey. Species involved: Poison bait (unidentified bird) x 1. Tested positive for: Paraquat.,No Link,ENGLAND,{EAC9A43A-F4AF-4D9C-9E54-3AAB9A18920D},63506.2869454761,252064963.039497
8073,100640,HEREFORDSHIRE,Shooting,January,2017,SO54,Species involved: Buzzard x 1.,No Link,ENGLAND,{01D1FA27-147C-4EB5-B482-664A36DCD533},65087.7849049963,264775674.178227
8074,99937,CEREDIGION,Illegal Pole/Spring Trapping,May,2018,SN67,Species involved: Red kite x 1.,https://tinyurl.com/45xm9hbk,WALES,{444D8D7A-8DE9-4281-982F-64E113728B7C},65447.612200368,267711311.473616
8075,103616,NORFOLK,Poisoning,September,2021,TL78,Species targeted: Birds of prey. Species involved: poison bait (Pheasant x 1). Tested positive for: Strychnine.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/gamekeeper-escapes-jail-after-killing-birds-of-prey/,ENGLAND,{8F7AD437-EA36-4F44-B836-FE1300D8EBE7},65553.7268018841,268580133.122654
8076,97152,KENT,Shooting,April,2015,TQ76,Species involved: Buzzard x 1.,No Link,ENGLAND,{505D53F8-B27F-4B96-893F-DBDACA5CB598},64007.6693858477,256060793.926708
8077,95603,PERTH AND KINROSS,Illegal Trapping (Other),November,2012,NN82,Species targeted: Birds of prey.,No Link,SCOTLAND,{E411EB5E-A2C0-4BC7-ACFC-C5F8F18984BC},72208.9982011072,325883141.927586
8078,98114,SCOTTISH BORDERS,Poisoning,October,2015,NT35,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{C6B145A7-D438-4CB6-A6CC-FB43DD5B6404},71069.7170642552,315680977.173707
8079,102090,TYRONE,Poisoning,April,2020,H87,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{B3622437-8A79-4E62-823D-B5F68A55C908},68993.8232865106,297508669.57965
8080,102086,POWYS,Poisoning,March,2020,SO18,Species involved: Red kite x 3. Tested positive for: Diazinon.,No Link,WALES,{1F3EA734-1B49-4EF0-8AC5-5C1FA21AA825},65604.1536355513,268993501.912704
8081,91538,CUMBRIA,Shooting,March,2009,NY45,Species involved: Buzzard x 1.,No Link,ENGLAND,{B79503ED-C9CE-4844-B3B2-B937C1ADE903},69486.2108400229,301770283.538444
8082,97189,TYRONE,Poisoning,March,2014,H87,"Species involved: Buzzard x 1; Fox x 1. Tested positive for: Carbofuran.",No Link,NORTHERN IRELAND,{06D4591B-4C3E-43A2-9C17-4D76BF62CCEC},68993.8232865106,297508669.57965
8083,100711,SCOTTISH BORDERS,Shooting,May,2017,NT75,Species involved: Buzzard x 1.,No Link,SCOTLAND,{21331400-3960-40A2-9D12-07AB00666962},71079.6427004586,315769160.073289
8084,102719,HIGHLAND,Poisoning,May,2021,NJ03,"Species involved: Red kite x 1, poison bait (withheld x 1). Tested positive for: Withheld.",No Link,SCOTLAND,{C68B82AD-F993-41AC-8F61-B4E79C80DDAA},74149.0376134507,343629401.618968
8085,97038,CHESHIRE,Shooting,October,2014,SJ37,Species involved: Barn owl x 1.,No Link,ENGLAND,{573A8AD1-4B67-437D-92D4-991708934C9B},66839.263674636,279217390.706962
8086,91343,STAFFORDSHIRE,Illegal Pole/Spring Trapping,March,2009,SK00,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{D012195F-5563-4EFE-AA70-6B1EEC83FCD7},65887.8504921459,271324994.609801
